gender,age,birth_year,race,immigrant_status,marital_status,child_number,age_first_marriage,age_first_childbirth,education,occupation,income,health_work_difficulty,profile_id
Male,69,1910,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,18.0,,High school,,2005.0,Health affects work,987
Male,9,1970,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,988
Female,42,1937,"Non-Black, Non-Hispanic",Non-immigrant,Married,5.0,18.0,20.0,High school,Professional Specialty Occupations,4505.0,Health doesn't affect work,989
Female,33,1946,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,22.0,28.0,College and above,Managerial Occupations,22740.0,Health doesn't affect work,990
Male,44,1936,"Non-Black, Non-Hispanic",Immigrant,Married,0.0,26.0,,High school,,75000.0,Health affects work,991
Male,16,1963,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,,2285.0,Health doesn't affect work,992
Female,26,1953,"Non-Black, Non-Hispanic",Immigrant,Married,2.0,16.0,17.0,High school,"Operators, Fabricators, and Laborers",805.0,Health doesn't affect work,993
Male,3,1977,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,994
Female,54,1925,"Non-Black, Non-Hispanic",Non-immigrant,Married,7.0,21.0,30.0,High school,,7610.0,Health affects work,995
Male,14,1965,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,996
Male,62,1918,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,22.0,,College and above,Professional Specialty Occupations,18025.0,Health doesn't affect work,997
Female,28,1951,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,20.0,22.0,College and above,Service Occupations,0.0,Health doesn't affect work,998
Female,26,1953,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,College and above,"Precision Production, Craft, and Repair Occupations",18760.0,Health doesn't affect work,999
